Interaction_ID,Date,Date_f,Hour,Agent_ID,Team,Product_Line,Call_Type,Handle_Time_Seconds,Hold_Time_Seconds,Call_Outcome,CSAT_Score,First_Call_Resolution,Handle_Time_Minutes,Day_of_Week,Week,Month,Expected AHT,,,,,,,,
29572,46014,"Tuesday, December 23, 2025",13,E06294742,Team_Gamma,Card,Promise_to_Pay,278,3,No_Contact,67,0,4.63,Tuesday,52,December,Meeting Expectations,,,,,,,,
29573,46014,"Tuesday, December 23, 2025",11,E06294742,Team_Gamma,Auto,Promise_to_Pay,276,19,PTP_Made,88,0,4.60,Tuesday,52,December,Meeting Expectations,,,,,,,,
29574,46014,"Tuesday, December 23, 2025",16,E06294742,Team_Gamma,Auto,Dispute,404,109,Callback_Scheduled,73,1,6.73,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29575,46014,"Tuesday, December 23, 2025",14,E06294742,Team_Gamma,Auto,General_Inquiry,221,30,Resolved,79,1,3.68,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29576,46014,"Tuesday, December 23, 2025",11,E06294742,Team_Gamma,Auto,Promise_to_Pay,194,6,PTP_Made,59,1,3.23,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29577,46014,"Tuesday, December 23, 2025",14,E06294742,Team_Gamma,Card,Payment_Inquiry,145,46,Info_Provided,71,1,2.42,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29578,46014,"Tuesday, December 23, 2025",11,E06294742,Team_Gamma,Auto,Payment_Inquiry,198,2,Info_Provided,72,1,3.30,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29579,46014,"Tuesday, December 23, 2025",9,E06294742,Team_Gamma,Auto,Payment_Inquiry,89,32,Transferred,57,1,1.48,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29580,46014,"Tuesday, December 23, 2025",16,E06294742,Team_Gamma,Auto,Dispute,480,155,Resolved,73,1,8.00,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29581,46014,"Tuesday, December 23, 2025",10,E06294742,Team_Gamma,Card,General_Inquiry,155,15,Callback_Scheduled,77,1,2.58,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29582,46014,"Tuesday, December 23, 2025",10,E06294742,Team_Gamma,Card,Payment_Inquiry,201,52,Info_Provided,72,1,3.35,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29583,46014,"Tuesday, December 23, 2025",15,E06294742,Team_Gamma,Auto,Payment_Inquiry,198,8,Payment_Collected,79,1,3.30,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29584,46014,"Tuesday, December 23, 2025",9,E06294742,Team_Gamma,Auto,Payment_Inquiry,284,71,Payment_Collected,77,0,4.73,Tuesday,52,December,Meeting Expectations,,,,,,,,
29585,46014,"Tuesday, December 23, 2025",14,E06294742,Team_Gamma,Card,Promise_to_Pay,165,6,PTP_Made,79,0,2.75,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29586,46014,"Tuesday, December 23, 2025",10,E06294742,Team_Gamma,Auto,Payment_Inquiry,200,1,Info_Provided,59,1,3.33,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29587,46014,"Tuesday, December 23, 2025",15,E06294742,Team_Gamma,Card,Promise_to_Pay,370,28,PTP_Made,73,1,6.17,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29588,46014,"Tuesday, December 23, 2025",15,E06294742,Team_Gamma,Card,Promise_to_Pay,240,3,Refused,95,0,4.00,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29589,46014,"Tuesday, December 23, 2025",13,E06294742,Team_Gamma,Auto,Promise_to_Pay,45,0,Payment_Collected,85,0,0.75,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29590,46014,"Tuesday, December 23, 2025",14,E06294742,Team_Gamma,Auto,Payment_Inquiry,216,24,Transferred,73,1,3.60,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29591,46014,"Tuesday, December 23, 2025",9,E06294742,Team_Gamma,Auto,General_Inquiry,150,12,Callback_Scheduled,70,1,2.50,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29592,46014,"Tuesday, December 23, 2025",11,E06294742,Team_Gamma,Auto,Hardship,380,9,Resolved,75,1,6.33,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29593,46014,"Tuesday, December 23, 2025",14,E26779459,Team_Gamma,Auto,Payment_Inquiry,254,33,Info_Provided,95,1,4.23,Tuesday,52,December,Meeting Expectations,,,,,,,,
29594,46014,"Tuesday, December 23, 2025",15,E26779459,Team_Gamma,Auto,Payment_Inquiry,251,60,Payment_Collected,63,1,4.18,Tuesday,52,December,Meeting Expectations,,,,,,,,
29595,46014,"Tuesday, December 23, 2025",8,E26779459,Team_Gamma,Auto,Promise_to_Pay,310,112,PTP_Made,62,1,5.17,Tuesday,52,December,Meeting Expectations,,,,,,,,
29596,46014,"Tuesday, December 23, 2025",14,E26779459,Team_Gamma,Card,Hardship,484,18,Escalated,100,0,8.07,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29597,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,Dispute,572,25,Resolved,82,0,9.53,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29598,46014,"Tuesday, December 23, 2025",15,E26779459,Team_Gamma,Card,Hardship,451,14,Resolved,73,1,7.52,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29599,46014,"Tuesday, December 23, 2025",9,E26779459,Team_Gamma,Auto,Hardship,487,59,Escalated,55,1,8.12,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29600,46014,"Tuesday, December 23, 2025",11,E26779459,Team_Gamma,Card,Promise_to_Pay,260,0,PTP_Made,81,1,4.33,Tuesday,52,December,Meeting Expectations,,,,,,,,
29601,46014,"Tuesday, December 23, 2025",14,E26779459,Team_Gamma,Card,Payment_Inquiry,195,39,Payment_Collected,64,1,3.25,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29602,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,Promise_to_Pay,237,38,Refused,73,1,3.95,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29603,46014,"Tuesday, December 23, 2025",14,E26779459,Team_Gamma,Auto,Payment_Inquiry,274,44,Transferred,59,1,4.57,Tuesday,52,December,Meeting Expectations,,,,,,,,
29604,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,Payment_Inquiry,121,12,Info_Provided,79,0,2.02,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29605,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,Payment_Inquiry,170,22,Payment_Collected,92,0,2.83,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29606,46014,"Tuesday, December 23, 2025",12,E26779459,Team_Gamma,Auto,Hardship,566,44,Resolved,68,1,9.43,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29607,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,General_Inquiry,155,54,Resolved,84,1,2.58,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29608,46014,"Tuesday, December 23, 2025",9,E26779459,Team_Gamma,Auto,Payment_Inquiry,320,9,Payment_Collected,65,0,5.33,Tuesday,52,December,Meeting Expectations,,,,,,,,
29609,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Auto,Promise_to_Pay,248,52,Refused,85,0,4.13,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29610,46014,"Tuesday, December 23, 2025",10,E26779459,Team_Gamma,Card,Dispute,518,14,Resolved,80,0,8.63,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29611,46014,"Tuesday, December 23, 2025",14,E26779459,Team_Gamma,Card,Payment_Inquiry,179,36,Info_Provided,92,1,2.98,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29612,46014,"Tuesday, December 23, 2025",15,E26779459,Team_Gamma,Card,Hardship,495,38,Resolved,95,1,8.25,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29613,46014,"Tuesday, December 23, 2025",11,E76774944,Team_Gamma,Auto,Promise_to_Pay,297,14,PTP_Made,76,0,4.95,Tuesday,52,December,Meeting Expectations,,,,,,,,
29614,46014,"Tuesday, December 23, 2025",9,E76774944,Team_Gamma,Auto,Dispute,217,26,Resolved,59,1,3.62,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29615,46014,"Tuesday, December 23, 2025",11,E76774944,Team_Gamma,Card,Dispute,254,45,Escalated,74,1,4.23,Tuesday,52,December,Meeting Expectations,,,,,,,,
29616,46014,"Tuesday, December 23, 2025",9,E76774944,Team_Gamma,Auto,Payment_Inquiry,107,41,Transferred,69,1,1.78,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29617,46014,"Tuesday, December 23, 2025",12,E76774944,Team_Gamma,Auto,Payment_Inquiry,62,3,Payment_Collected,64,1,1.03,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29618,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Promise_to_Pay,208,32,Payment_Collected,84,1,3.47,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29619,46014,"Tuesday, December 23, 2025",12,E76774944,Team_Gamma,Auto,Payment_Inquiry,146,9,Info_Provided,83,1,2.43,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29620,46014,"Tuesday, December 23, 2025",10,E76774944,Team_Gamma,Card,Promise_to_Pay,227,10,PTP_Made,84,0,3.78,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29621,46014,"Tuesday, December 23, 2025",8,E76774944,Team_Gamma,Auto,Hardship,429,7,Escalated,93,1,7.15,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29622,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Dispute,337,8,Resolved,66,1,5.62,Tuesday,52,December,Meeting Expectations,,,,,,,,
29623,46014,"Tuesday, December 23, 2025",9,E76774944,Team_Gamma,Card,Promise_to_Pay,173,8,PTP_Made,46,1,2.88,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29624,46014,"Tuesday, December 23, 2025",9,E76774944,Team_Gamma,Card,Payment_Inquiry,61,8,Payment_Collected,59,0,1.02,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29625,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Card,Dispute,339,11,Resolved,86,1,5.65,Tuesday,52,December,Meeting Expectations,,,,,,,,
29626,46014,"Tuesday, December 23, 2025",10,E76774944,Team_Gamma,Auto,Payment_Inquiry,194,26,Payment_Collected,84,1,3.23,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29627,46014,"Tuesday, December 23, 2025",14,E76774944,Team_Gamma,Card,Dispute,360,3,Resolved,75,1,6.00,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29628,46014,"Tuesday, December 23, 2025",16,E76774944,Team_Gamma,Auto,Dispute,411,29,Resolved,79,0,6.85,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29629,46014,"Tuesday, December 23, 2025",11,E76774944,Team_Gamma,Card,Payment_Inquiry,188,8,Payment_Collected,88,1,3.13,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29630,46014,"Tuesday, December 23, 2025",13,E76774944,Team_Gamma,Auto,Payment_Inquiry,92,59,Info_Provided,59,1,1.53,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29631,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Hardship,400,33,Escalated,80,1,6.67,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29632,46014,"Tuesday, December 23, 2025",9,E76774944,Team_Gamma,Auto,Dispute,380,15,Escalated,72,1,6.33,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29633,46014,"Tuesday, December 23, 2025",10,E76774944,Team_Gamma,Auto,General_Inquiry,139,48,Callback_Scheduled,79,1,2.32,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29634,46014,"Tuesday, December 23, 2025",10,E76774944,Team_Gamma,Auto,Payment_Inquiry,206,56,Info_Provided,59,1,3.43,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29635,46014,"Tuesday, December 23, 2025",8,E76774944,Team_Gamma,Card,General_Inquiry,240,9,Resolved,59,1,4.00,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29636,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Payment_Inquiry,132,68,Info_Provided,85,1,2.20,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29637,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Promise_to_Pay,319,45,PTP_Made,65,0,5.32,Tuesday,52,December,Meeting Expectations,,,,,,,,
29638,46014,"Tuesday, December 23, 2025",14,E76774944,Team_Gamma,Auto,Dispute,271,19,Callback_Scheduled,72,1,4.52,Tuesday,52,December,Meeting Expectations,,,,,,,,
29639,46014,"Tuesday, December 23, 2025",15,E76774944,Team_Gamma,Auto,Dispute,344,0,Resolved,73,1,5.73,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29640,46014,"Tuesday, December 23, 2025",10,E76774944,Team_Gamma,Card,Promise_to_Pay,250,16,PTP_Made,89,0,4.17,Tuesday,52,December,Meeting Expectations,,,,,,,,
29641,46014,"Tuesday, December 23, 2025",12,E76774944,Team_Gamma,Card,General_Inquiry,165,6,Resolved,90,0,2.75,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29642,46014,"Tuesday, December 23, 2025",14,E76774944,Team_Gamma,Auto,Promise_to_Pay,106,16,Refused,58,0,1.77,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29643,46014,"Tuesday, December 23, 2025",15,E37359012,Team_Gamma,Card,Payment_Inquiry,148,56,Info_Provided,79,1,2.47,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29644,46014,"Tuesday, December 23, 2025",10,E37359012,Team_Gamma,Auto,Promise_to_Pay,208,1,PTP_Made,77,1,3.47,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29645,46014,"Tuesday, December 23, 2025",12,E37359012,Team_Gamma,Card,Hardship,390,39,Resolved,61,1,6.50,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29646,46014,"Tuesday, December 23, 2025",10,E37359012,Team_Gamma,Auto,Payment_Inquiry,167,31,Payment_Collected,77,1,2.78,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29647,46014,"Tuesday, December 23, 2025",12,E37359012,Team_Gamma,Auto,Payment_Inquiry,187,4,Info_Provided,67,1,3.12,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29648,46014,"Tuesday, December 23, 2025",12,E37359012,Team_Gamma,Auto,Promise_to_Pay,111,42,PTP_Made,76,1,1.85,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29649,46014,"Tuesday, December 23, 2025",14,E37359012,Team_Gamma,Card,Payment_Inquiry,213,42,Payment_Collected,73,1,3.55,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29650,46014,"Tuesday, December 23, 2025",10,E37359012,Team_Gamma,Auto,Promise_to_Pay,137,93,PTP_Made,67,0,2.28,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29651,46014,"Tuesday, December 23, 2025",9,E37359012,Team_Gamma,Auto,Dispute,373,19,Escalated,72,1,6.22,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29652,46014,"Tuesday, December 23, 2025",11,E37359012,Team_Gamma,Card,Payment_Inquiry,194,9,Transferred,78,1,3.23,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29653,46014,"Tuesday, December 23, 2025",10,E37359012,Team_Gamma,Auto,General_Inquiry,172,6,Resolved,74,1,2.87,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29654,46014,"Tuesday, December 23, 2025",13,E37359012,Team_Gamma,Auto,Promise_to_Pay,229,75,PTP_Made,75,1,3.82,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29655,46014,"Tuesday, December 23, 2025",15,E37359012,Team_Gamma,Auto,Payment_Inquiry,122,86,Payment_Collected,70,1,2.03,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29656,46014,"Tuesday, December 23, 2025",16,E37359012,Team_Gamma,Card,Promise_to_Pay,198,6,Payment_Collected,85,1,3.30,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29657,46014,"Tuesday, December 23, 2025",14,E37359012,Team_Gamma,Auto,Payment_Inquiry,213,24,Payment_Collected,74,1,3.55,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29658,46014,"Tuesday, December 23, 2025",15,E37359012,Team_Gamma,Auto,Promise_to_Pay,239,74,Refused,85,1,3.98,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29659,46014,"Tuesday, December 23, 2025",14,E37359012,Team_Gamma,Auto,Payment_Inquiry,131,36,Payment_Collected,63,1,2.18,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29660,46014,"Tuesday, December 23, 2025",14,E37359012,Team_Gamma,Auto,Payment_Inquiry,96,3,Info_Provided,70,1,1.60,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29661,46014,"Tuesday, December 23, 2025",15,E37359012,Team_Gamma,Auto,Payment_Inquiry,185,8,Payment_Collected,58,1,3.08,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29662,46014,"Tuesday, December 23, 2025",13,E37359012,Team_Gamma,Auto,Payment_Inquiry,40,28,Payment_Collected,51,1,0.67,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29663,46014,"Tuesday, December 23, 2025",16,E37359012,Team_Gamma,Auto,Hardship,588,1,Resolved,70,1,9.80,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29664,46014,"Tuesday, December 23, 2025",12,E37359012,Team_Gamma,Auto,Payment_Inquiry,88,0,Info_Provided,55,0,1.47,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29665,46014,"Tuesday, December 23, 2025",14,E37359012,Team_Gamma,Auto,Payment_Inquiry,126,56,Payment_Collected,66,1,2.10,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29666,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Card,Hardship,654,22,Escalated,72,0,10.90,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29667,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Card,Payment_Inquiry,212,9,Payment_Collected,68,1,3.53,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29668,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Auto,Payment_Inquiry,238,0,Payment_Collected,85,1,3.97,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29669,46014,"Tuesday, December 23, 2025",14,E79466984,Team_Gamma,Auto,Dispute,404,80,Resolved,68,1,6.73,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29670,46014,"Tuesday, December 23, 2025",14,E79466984,Team_Gamma,Card,General_Inquiry,116,3,Resolved,78,1,1.93,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29671,46014,"Tuesday, December 23, 2025",12,E79466984,Team_Gamma,Card,Dispute,498,8,Resolved,69,0,8.30,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29672,46014,"Tuesday, December 23, 2025",14,E79466984,Team_Gamma,Auto,Promise_to_Pay,308,34,PTP_Made,87,0,5.13,Tuesday,52,December,Meeting Expectations,,,,,,,,
29673,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Card,Dispute,445,64,Resolved,72,1,7.42,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29674,46014,"Tuesday, December 23, 2025",8,E79466984,Team_Gamma,Auto,Promise_to_Pay,193,71,Payment_Collected,72,1,3.22,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29675,46014,"Tuesday, December 23, 2025",8,E79466984,Team_Gamma,Auto,Dispute,603,34,Resolved,83,0,10.05,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29676,46014,"Tuesday, December 23, 2025",9,E79466984,Team_Gamma,Auto,Dispute,457,42,Callback_Scheduled,65,1,7.62,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29677,46014,"Tuesday, December 23, 2025",16,E79466984,Team_Gamma,Auto,General_Inquiry,223,42,Escalated,73,1,3.72,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29678,46014,"Tuesday, December 23, 2025",15,E79466984,Team_Gamma,Card,Hardship,540,14,Escalated,78,1,9.00,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29679,46014,"Tuesday, December 23, 2025",14,E79466984,Team_Gamma,Auto,Dispute,461,16,Resolved,88,1,7.68,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29680,46014,"Tuesday, December 23, 2025",11,E79466984,Team_Gamma,Auto,Dispute,340,3,Escalated,78,1,5.67,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29681,46014,"Tuesday, December 23, 2025",13,E79466984,Team_Gamma,Auto,Hardship,522,13,Resolved,77,0,8.70,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29682,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Card,General_Inquiry,166,16,Callback_Scheduled,74,0,2.77,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29683,46014,"Tuesday, December 23, 2025",9,E79466984,Team_Gamma,Card,Payment_Inquiry,257,6,Transferred,77,0,4.28,Tuesday,52,December,Meeting Expectations,,,,,,,,
29684,46014,"Tuesday, December 23, 2025",8,E79466984,Team_Gamma,Auto,Payment_Inquiry,204,11,Payment_Collected,86,0,3.40,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29685,46014,"Tuesday, December 23, 2025",15,E79466984,Team_Gamma,Auto,Hardship,658,32,Resolved,68,0,10.97,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29686,46014,"Tuesday, December 23, 2025",10,E79466984,Team_Gamma,Card,Promise_to_Pay,244,2,PTP_Made,93,1,4.07,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29687,46014,"Tuesday, December 23, 2025",13,E11166168,Team_Gamma,Auto,Hardship,637,28,Escalated,77,1,10.62,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29688,46014,"Tuesday, December 23, 2025",16,E11166168,Team_Gamma,Auto,Payment_Inquiry,177,28,Transferred,81,1,2.95,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29689,46014,"Tuesday, December 23, 2025",16,E11166168,Team_Gamma,Auto,Payment_Inquiry,196,7,Info_Provided,79,0,3.27,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29690,46014,"Tuesday, December 23, 2025",15,E11166168,Team_Gamma,Auto,Payment_Inquiry,227,66,Info_Provided,93,1,3.78,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29691,46014,"Tuesday, December 23, 2025",10,E11166168,Team_Gamma,Auto,Promise_to_Pay,336,7,Payment_Collected,78,1,5.60,Tuesday,52,December,Meeting Expectations,,,,,,,,
29692,46014,"Tuesday, December 23, 2025",9,E11166168,Team_Gamma,Card,Promise_to_Pay,299,5,PTP_Made,81,1,4.98,Tuesday,52,December,Meeting Expectations,,,,,,,,
29693,46014,"Tuesday, December 23, 2025",9,E11166168,Team_Gamma,Card,Payment_Inquiry,207,18,Transferred,73,1,3.45,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29694,46014,"Tuesday, December 23, 2025",9,E11166168,Team_Gamma,Card,Dispute,514,51,Resolved,79,1,8.57,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29695,46014,"Tuesday, December 23, 2025",11,E11166168,Team_Gamma,Card,Promise_to_Pay,304,33,PTP_Made,73,1,5.07,Tuesday,52,December,Meeting Expectations,,,,,,,,
29696,46014,"Tuesday, December 23, 2025",10,E11166168,Team_Gamma,Card,Dispute,481,36,Escalated,64,1,8.02,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29697,46014,"Tuesday, December 23, 2025",10,E11166168,Team_Gamma,Auto,General_Inquiry,127,4,Resolved,91,0,2.12,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29698,46014,"Tuesday, December 23, 2025",10,E11166168,Team_Gamma,Card,Hardship,468,25,Resolved,77,0,7.80,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29699,46014,"Tuesday, December 23, 2025",9,E11166168,Team_Gamma,Auto,General_Inquiry,261,18,Resolved,69,1,4.35,Tuesday,52,December,Meeting Expectations,,,,,,,,
29700,46014,"Tuesday, December 23, 2025",11,E11166168,Team_Gamma,Auto,Payment_Inquiry,119,34,Payment_Collected,80,0,1.98,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29701,46014,"Tuesday, December 23, 2025",13,E11166168,Team_Gamma,Auto,Payment_Inquiry,239,16,Info_Provided,65,1,3.98,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29702,46014,"Tuesday, December 23, 2025",15,E11166168,Team_Gamma,Auto,Promise_to_Pay,360,17,Refused,87,1,6.00,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29703,46014,"Tuesday, December 23, 2025",11,E11166168,Team_Gamma,Auto,Hardship,529,23,Resolved,84,0,8.82,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29704,46014,"Tuesday, December 23, 2025",14,E11166168,Team_Gamma,Auto,Payment_Inquiry,226,79,Payment_Collected,65,1,3.77,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29705,46014,"Tuesday, December 23, 2025",8,E11166168,Team_Gamma,Auto,Dispute,472,4,Resolved,71,1,7.87,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29706,46014,"Tuesday, December 23, 2025",12,E11166168,Team_Gamma,Card,Promise_to_Pay,303,172,No_Contact,82,1,5.05,Tuesday,52,December,Meeting Expectations,,,,,,,,
29707,46014,"Tuesday, December 23, 2025",8,E11166168,Team_Gamma,Auto,General_Inquiry,113,9,Escalated,88,1,1.88,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29708,46014,"Tuesday, December 23, 2025",14,E54551697,Team_Gamma,Auto,Promise_to_Pay,171,3,Payment_Collected,67,1,2.85,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29709,46014,"Tuesday, December 23, 2025",9,E54551697,Team_Gamma,Auto,Payment_Inquiry,95,21,Payment_Collected,58,1,1.58,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29710,46014,"Tuesday, December 23, 2025",9,E54551697,Team_Gamma,Auto,Promise_to_Pay,228,52,PTP_Made,79,1,3.80,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29711,46014,"Tuesday, December 23, 2025",14,E54551697,Team_Gamma,Auto,Promise_to_Pay,211,15,No_Contact,97,1,3.52,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29712,46014,"Tuesday, December 23, 2025",9,E54551697,Team_Gamma,Auto,Promise_to_Pay,152,81,PTP_Made,78,0,2.53,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29713,46014,"Tuesday, December 23, 2025",16,E54551697,Team_Gamma,Card,Dispute,364,22,Resolved,95,0,6.07,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29714,46014,"Tuesday, December 23, 2025",15,E54551697,Team_Gamma,Auto,Payment_Inquiry,88,18,Transferred,56,1,1.47,Tuesday,52,December,Exceeding Expectations,,,,,,,,
29715,46014,"Tuesday, December 23, 2025",9,E54551697,Team_Gamma,Auto,Hardship,420,2,Escalated,82,0,7.00,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29716,46014,"Tuesday, December 23, 2025",16,E54551697,Team_Gamma,Auto,Dispute,433,14,Resolved,72,1,7.22,Tuesday,52,December,Not Meeting Expectations,,,,,,,,
29717,46014,"Tuesday, December 23, 2025",10,E54551697,Team_Gamma,Auto,Promise_to_Pay,120,14,Refused,93,1,2.00,Tuesday,52,December,Exceeding Expectations,,,,,,,,
